event_id,event_date,latitude,longitude,country,state,landslide_size,landslide_trigger,fatality_count
6112,06/28/2014 09:00:00 AM,26.1964,91.7652,India,Assam,medium,rain,0
7390,08/01/2015 12:00:00 AM,24.4265,94.1913,India,Manipur,medium,continuous_rain,0
2420,09/13/2010 12:00:00 AM,23.72988966,92.71495623,India,Mizoram,medium,downpour,1
264,09/13/2007 12:00:00 AM,26.1833,91.8,India,Assam,medium,rain,0
251,09/09/2007 12:00:00 AM,27.1667,88.35,India,Sikkim,medium,rain,1
6214,10/05/2014 05:45:00 PM,25.9702,91.8587,India,Meghalaya,medium,rain,1
4411,06/14/2012 04:00:00 AM,27.339,88.6065,India,Sikkim,medium,downpour,0
252,09/09/2007 12:00:00 AM,25.4993,94.1192,India,Nagaland,medium,rain,0
142,07/27/2007 12:00:00 AM,25.5212,90.232,India,Meghalaya,large,rain,8
7384,08/01/2015 12:00:00 AM,23.9278,94.0906,India,Manipur,medium,rain,0
211,08/26/2007 12:00:00 AM,24.9667,93.55,India,Manipur,medium,continuous_rain,1
4384,06/03/2012 12:00:00 AM,25.1775,93.0123,India,Assam,medium,downpour,0
4383,06/03/2012 12:00:00 AM,25.3056,93.1265,India,Assam,medium,downpour,0
7375,08/01/2015 12:00:00 AM,25.1941,94.4481,India,Manipur,medium,continuous_rain,0
2163,07/29/2010 12:00:00 AM,25.4196,94.1054,India,Nagaland,medium,downpour,0
3932,08/18/2011 12:00:00 AM,25.83,94.13,India,Nagaland,medium,monsoon,0
4861,05/12/2013 12:00:00 AM,24.9926,93.4946,India,Assam,medium,rain,0
7972,08/28/2015 01:45:00 AM,23.4495,92.8112,India,Mizoram,large,downpour,0
3831,07/22/2011 12:00:00 AM,24.7992,93.948,India,Manipur,medium,downpour,0
5584,10/06/2013 12:00:00 AM,26.1665,91.7049,India,Assam,medium,downpour,0
1986,06/15/2010 12:00:00 AM,26.3335,94.5512,India,Nagaland,medium,downpour,0
7387,08/01/2015 12:00:00 AM,24.954,94.2156,India,Manipur,small,continuous_rain,0
2573,10/09/2010 12:00:00 AM,25.1796,93.0083,India,Assam,medium,downpour,1
319,10/19/2007 12:00:00 AM,25.4379,94.1162,India,Nagaland,medium,rain,0
313,10/16/2007 12:00:00 AM,25.7055,94.0132,India,Nagaland,large,rain,0
9010,07/16/2016 12:00:00 AM,27.3034,93.804,India,Arunachal Pradesh,medium,downpour,1
2539,10/03/2010 12:00:00 AM,28.3092,95.4149,India,Arunachal Pradesh,medium,downpour,10
6331,09/08/2014 12:00:00 AM,25.9466,94.6279,India,Nagaland,medium,unknown,0
1987,06/15/2010 12:00:00 AM,25.2269,93.1658,India,Assam,medium,downpour,0
2043,07/06/2010 12:00:00 AM,26.7225,95.0281,India,Nagaland,medium,monsoon,0
7910,08/01/2015 12:00:00 AM,24.3481,94.1146,India,Manipur,medium,unknown,0
6775,02/14/2015 12:00:00 AM,26.1468,91.6469,India,Assam,small,mining,1
1776,04/21/2010 12:00:00 AM,25.3612,92.2845,India,Meghalaya,medium,downpour,0
6786,02/19/2015 11:00:00 PM,24.6108,92.562,India,Assam,medium,mining,2
6291,09/21/2014 12:00:00 AM,25.7354,90.3852,India,Meghalaya,large,continuous_rain,0
6213,09/24/2014 12:00:00 AM,25.8143,90.5763,India,Meghalaya,large,continuous_rain,0
2415,09/12/2010 12:00:00 AM,25.63961883,94.11112157,India,Nagaland,medium,downpour,0
9336,05/18/2016 08:00:00 AM,24.5308,92.5121,India,Assam,small,continuous_rain,1
7837,08/27/2015 12:00:00 AM,23.7269,92.7265,India,Mizoram,medium,downpour,0
9604,10/12/2016 12:00:00 AM,27.2676,88.2891,India,Sikkim,medium,continuous_rain,0
7267,07/22/2015 12:00:00 AM,25.3908,94.0926,India,Manipur,small,continuous_rain,0
4848,05/08/2013 12:00:00 AM,24.0896,91.4663,India,Tripura,medium,rain,1
9122,07/20/2016 12:00:00 AM,26.1966,91.802,India,Assam,medium,rain,0
2574,10/09/2010 12:00:00 AM,25.4749,93.1477,India,Assam,medium,downpour,0
6282,09/22/2014 12:00:00 AM,26.1097,91.7747,India,Assam,small,rain,1
2263,08/17/2010 12:00:00 AM,26.2753,94.6654,India,Nagaland,medium,downpour,0
6289,09/22/2014 12:00:00 AM,26.1001,91.6849,India,Assam,small,rain,0
9087,07/19/2016 12:00:00 AM,28.235,94.9612,India,Arunachal Pradesh,medium,downpour,0
147,07/30/2007 12:00:00 AM,22.533,92.899,India,Mizoram,medium,downpour,0
130,07/19/2007 12:00:00 AM,26.1699,91.7986,India,Assam,medium,rain,6
